crop,season,altitude,soil_type,water_requirement_mm_day,irrigation_strategy,total_water_requirement_m3
Passion Fruit,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Passion Fruit,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Passion Fruit,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Passion Fruit,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Passion Fruit,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Passion Fruit,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Passion Fruit,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Passion Fruit,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Passion Fruit,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Passion Fruit,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Passion Fruit,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Passion Fruit,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Passion Fruit,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Passion Fruit,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Passion Fruit,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Passion Fruit,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Passion Fruit,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Passion Fruit,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Passion Fruit,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Passion Fruit,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Passion Fruit,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Passion Fruit,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Passion Fruit,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Passion Fruit,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Passion Fruit,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Tree Tomato,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Tree Tomato,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Tree Tomato,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Tree Tomato,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Tree Tomato,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Tree Tomato,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Tree Tomato,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Tree Tomato,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Tree Tomato,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Tree Tomato,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Tree Tomato,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Tree Tomato,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Tree Tomato,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Tree Tomato,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Tree Tomato,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Tree Tomato,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Tree Tomato,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Tree Tomato,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Tree Tomato,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Tree Tomato,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Tree Tomato,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Tree Tomato,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Tree Tomato,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Tree Tomato,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Tree Tomato,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Tree Tomato,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Tree Tomato,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Tree Tomato,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Tree Tomato,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Tree Tomato,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Tomatoes,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Tomatoes,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Tomatoes,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Tomatoes,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Tomatoes,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Tomatoes,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Tomatoes,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Tomatoes,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Tomatoes,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Tomatoes,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Tomatoes,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Tomatoes,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Tomatoes,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Tomatoes,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Tomatoes,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Tomatoes,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Tomatoes,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Tomatoes,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Tomatoes,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Tomatoes,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Tomatoes,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Tomatoes,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Tomatoes,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Tomatoes,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Tomatoes,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Tomatoes,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Tomatoes,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Tomatoes,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Tomatoes,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Tomatoes,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Cabbage,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Cabbage,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Cabbage,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Cabbage,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Cabbage,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Cabbage,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Cabbage,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Cabbage,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Cabbage,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Cabbage,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Cabbage,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Cabbage,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Cabbage,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Cabbage,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Cabbage,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Cabbage,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Cabbage,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Cabbage,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Cabbage,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Cabbage,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Cabbage,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Cabbage,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Cabbage,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Cabbage,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Cabbage,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Cabbage,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Cabbage,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Cabbage,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Cabbage,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Cabbage,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Carrots,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Carrots,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Carrots,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Carrots,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Carrots,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Carrots,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Carrots,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Carrots,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Carrots,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Carrots,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Carrots,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Carrots,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Carrots,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Carrots,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Carrots,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Carrots,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Carrots,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Carrots,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Carrots,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Carrots,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Carrots,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Carrots,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Carrots,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Carrots,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Carrots,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Carrots,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Carrots,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Carrots,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Carrots,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Carrots,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Onions,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Onions,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Onions,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Onions,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Onions,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Onions,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Onions,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Onions,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Onions,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Onions,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Onions,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Onions,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Onions,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Onions,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Onions,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Onions,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Onions,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Onions,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Onions,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Onions,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Onions,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Onions,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Onions,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Onions,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Onions,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Onions,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Onions,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Onions,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Onions,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Onions,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Green Peppers,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Green Peppers,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Green Peppers,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Green Peppers,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Green Peppers,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Green Peppers,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Green Peppers,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Green Peppers,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Green Peppers,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Green Peppers,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Green Peppers,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Green Peppers,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Green Peppers,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Green Peppers,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Green Peppers,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Green Peppers,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Green Peppers,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Green Peppers,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Green Peppers,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Green Peppers,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Green Peppers,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Green Peppers,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Green Peppers,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Green Peppers,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Green Peppers,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Green Peppers,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Green Peppers,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Green Peppers,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Green Peppers,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Green Peppers,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Eggplant,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Eggplant,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Eggplant,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Eggplant,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Eggplant,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Eggplant,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Eggplant,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Eggplant,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Eggplant,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Eggplant,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Eggplant,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Eggplant,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Eggplant,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Eggplant,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Eggplant,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Eggplant,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Eggplant,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Eggplant,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Eggplant,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Eggplant,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Eggplant,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Eggplant,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Eggplant,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Eggplant,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Eggplant,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Eggplant,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Eggplant,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Eggplant,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Eggplant,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Eggplant,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Sunflower,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Sunflower,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Sunflower,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Sunflower,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Sunflower,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Sunflower,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Sunflower,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Sunflower,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Sunflower,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Sunflower,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Sunflower,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Sunflower,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Sunflower,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Sunflower,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Sunflower,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Sunflower,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Sunflower,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Sunflower,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Sunflower,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Sunflower,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Sunflower,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Sunflower,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Sunflower,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Sunflower,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Sunflower,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Sunflower,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Sunflower,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Sunflower,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Sunflower,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Sunflower,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Palm Oil,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Palm Oil,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Palm Oil,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Palm Oil,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Palm Oil,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Palm Oil,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Palm Oil,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Palm Oil,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Palm Oil,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Palm Oil,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Palm Oil,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Palm Oil,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Palm Oil,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Palm Oil,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Palm Oil,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Palm Oil,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Palm Oil,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Palm Oil,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Palm Oil,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Palm Oil,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Palm Oil,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Palm Oil,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Palm Oil,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Palm Oil,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Palm Oil,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Palm Oil,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Palm Oil,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Palm Oil,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Palm Oil,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Palm Oil,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Macadamia,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Macadamia,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Macadamia,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Macadamia,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Macadamia,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Macadamia,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Macadamia,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Macadamia,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Macadamia,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Macadamia,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Macadamia,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Macadamia,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Macadamia,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Macadamia,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Macadamia,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Macadamia,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Macadamia,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Macadamia,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Macadamia,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Macadamia,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Macadamia,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Macadamia,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Macadamia,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Macadamia,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Macadamia,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Macadamia,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Macadamia,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Macadamia,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Macadamia,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Macadamia,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Ginger,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Ginger,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Ginger,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Ginger,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Ginger,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Ginger,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Ginger,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Ginger,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Ginger,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Ginger,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Ginger,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Ginger,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Ginger,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Ginger,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Ginger,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Ginger,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Ginger,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Ginger,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Ginger,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Ginger,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Ginger,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Ginger,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Ginger,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Ginger,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Ginger,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Ginger,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Ginger,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Ginger,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Ginger,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Ginger,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Chili Peppers,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
